@relation arff_ant-1.3.csv

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {clean,buggy}

@data
2,1,0,4,2,1,3,2,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
7,2,1,8,15,1,7,1,4,0.583333,92,1,1,0.454545,0.464286,1,1,11.571429,1,0.8571,clean
2,1,0,1,6,0,1,0,2,1,39,1,0,0,0.666667,0,0,16.5,2,1,clean
23,1,1,22,51,181,20,2,14,0.731405,1407,1,0,0,0.290909,0,0,59.695652,35,5.8696,clean
12,1,0,3,21,44,1,2,5,0.805195,147,1,1,0,0.261905,0,0,10.666667,4,1.25,clean
3,3,0,5,17,0,1,5,3,0,91,1,0,0.948718,1,0,0,29,1,0.6667,clean
4,1,0,2,5,6,1,1,4,2,16,0,0,0,0.875,0,0,3,1,0.75,clean
3,1,0,8,16,3,1,7,1,2,125,0,0,0,0.444444,0,0,40.666667,1,0.6667,clean
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,clean
9,6,0,7,33,28,0,7,6,0.8125,163,1,0,0.950617,0.4,4,6,16.888889,2,1,clean
7,3,0,7,22,0,0,7,7,0.625,147,1,0,0.860465,0.342857,1,1,19.428571,5,1.4286,clean
16,3,2,24,56,0,16,8,14,0.6,353,1,1,0.681818,0.226563,1,1,20.8125,4,1.75,buggy
13,3,0,7,35,52,0,7,10,0.869048,273,1,2,0.755102,0.353846,1,1,19.461538,6,1.6923,clean
14,1,0,7,82,65,0,7,1,0.816568,1253,0.846154,0,0,0.169643,0,0,87.571429,4,2.1429,buggy
6,3,0,10,33,0,3,8,5,0.466667,198,1,1,0.880952,0.333333,2,4,31.5,2,1,buggy
9,5,0,12,36,0,0,12,4,0.525,375,1,3,0.930435,0.4,2,4,40.111111,11,2.4444,clean
5,3,0,4,18,0,0,4,5,0.666667,107,1,0,0.902439,0.8,1,1,19.8,1,0.8,clean
3,1,0,3,9,3,1,2,2,2,43,0,0,0,0.666667,0,0,13.333333,1,0.6667,clean
27,3,0,11,83,291,2,9,20,0.889423,658,1,2,0.587302,0.185185,0,0,23.074074,11,1.9259,buggy
10,3,0,9,70,1,1,8,8,0.703704,440,0.666667,1,0.804348,0.466667,1,1,42.4,6,1.9,clean
24,3,0,27,80,182,20,8,18,0.565217,693,0.666667,2,0.588235,0.15415,2,5,27.75,13,2.2917,clean
6,2,0,3,11,13,2,1,6,0.8,68,1,0,0.924242,0.444444,1,5,10.166667,3,1.5,clean
14,3,0,5,35,63,0,5,13,0.909091,307,1,0,0.74,0.595238,2,3,20.142857,7,1.3571,clean
5,4,0,1,9,10,1,0,3,0.75,81,0,0,0.924528,0.44,2,2,15,5,2,clean
2,1,0,5,29,0,0,5,0,0,176,1,2,0,0.6,0,0,85.5,10,5,clean
2,2,0,9,23,1,1,8,2,2,204,0,0,0.958333,1,1,1,101,1,0.5,clean
5,1,0,10,5,10,10,0,5,2,5,0,0,0,0.533333,0,0,0,1,1,clean
5,1,0,7,17,0,0,7,5,0.5,75,1,0,0,0.8,0,0,13.4,3,1.2,clean
12,3,11,18,37,0,12,6,11,0.454545,164,1,1,0.770833,0.416667,0,0,12.5,6,1.5833,clean
2,2,0,8,17,1,1,7,2,2,97,1,0,0.958333,1,0,0,47,1,0.5,clean
17,1,0,19,73,112,13,7,5,0.84375,502,1,1,0,0.170455,0,0,28.176471,2,1,buggy
1,2,0,9,3,0,6,3,1,2,14,0,0,1,1,0,0,13,0,0,clean
18,4,0,8,49,19,0,8,16,0.773109,579,1,0,0.821053,0.296296,2,3,30.777778,14,2.1111,clean
23,3,0,10,96,175,1,10,19,0.886364,1034,1,2,0.627119,0.191304,3,3,43.086957,7,1.3043,clean
42,4,1,19,74,741,7,13,40,0.94835,550,1,4,0.655462,0.210884,3,3,11.690476,2,1.2143,clean
5,1,0,4,20,0,0,4,4,0.333333,144,1,1,0,0.9,0,0,27.2,5,2.2,clean
3,3,0,2,6,1,0,2,3,0.5,29,1,0,0.948718,0.666667,0,0,8.333333,1,0.6667,clean
7,1,0,6,7,21,5,1,7,2,7,0,0,0,1,0,0,0,1,1,clean
3,1,0,15,3,3,15,0,3,2,3,0,0,0,1,0,0,0,1,1,clean
11,3,0,11,37,11,3,8,10,0.683333,285,1,3,0.75,0.287879,1,1,24.363636,3,1.9091,clean
5,1,0,51,10,8,51,0,3,0.3125,69,0.75,1,0,0.583333,0,0,12,3,0.6,clean
4,3,0,4,32,2,0,4,4,0.666667,215,1,0,0.925,0.75,1,1,52.25,1,0.75,clean
9,1,0,8,25,10,5,3,7,0.6875,114,1,0,0,0.25,0,0,11.222222,1,0.8889,buggy
11,2,0,7,15,13,5,3,11,0.75,97,1,3,0.2,0.220779,0,0,7.272727,1,0.7273,clean
4,2,0,1,11,0,0,1,1,0.222222,68,1,1,0.625,0.5,1,1,15.25,2,1,clean
5,1,0,16,12,4,14,2,5,0.25,55,1,0,0,0.533333,0,0,9.8,1,0.6,clean
8,4,0,12,65,2,0,12,6,0.916667,583,0.166667,0,0.917647,0.333333,3,3,70.375,3,1.25,clean
13,4,0,7,55,30,1,7,10,0.802083,590,1,1,0.866667,0.5,2,2,43.769231,1,0.9231,clean
8,3,0,3,40,10,0,3,8,0.714286,271,1,0,0.840909,0.40625,1,1,32.375,4,1.25,clean
6,1,0,7,26,0,1,6,6,0.65,185,1,3,0,0.305556,0,0,29.166667,1,0.8333,clean
4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.875,0,0,0,1,1,clean
8,4,0,7,34,6,0,7,8,0.761905,626,1,0,0.917647,0.4375,2,2,76.5,3,1.625,buggy
21,1,0,25,77,162,10,16,14,0.7375,566,0.916667,4,0,0.135,0,0,25.380952,7,1.8095,buggy
6,5,1,6,33,7,1,5,3,0.7,164,1,0,0.961538,0.5,3,6,26,2,1,clean
5,3,0,7,20,2,0,7,5,0.625,76,1,1,0.902439,0.6,2,2,13.8,2,1,clean
71,1,0,103,186,2247,99,7,55,0.972449,2193,0.571429,0,0,0.127731,0,0,29.492958,18,1.5775,buggy
4,3,0,3,17,4,0,3,3,0.666667,152,1,0,0.925,0.75,1,1,36.75,1,0.75,clean
8,1,0,6,25,0,5,1,7,0.6,169,1,0,0,0.416667,0,0,19.5,7,1.875,clean
3,1,0,9,25,1,7,2,3,0,277,1,1,0,0.666667,0,0,91,14,5.3333,clean
9,5,0,10,20,4,3,7,9,0.6875,110,1,0,0.919192,0.388889,2,7,10.777778,3,1.2222,clean
17,3,1,12,64,52,1,11,13,0.793269,642,1,1,0.698113,0.242647,1,1,36,11,2,clean
0,1,0,1,0,0,1,0,0,2,24,0,0,0,0,0,0,0,0,0,clean
31,1,0,6,65,243,4,2,30,0.726667,747,1,0,0,0.182796,1,1,22.612903,4,1.1613,clean
21,1,0,2,35,38,2,0,17,0.631818,617,0.818182,0,0,0.293651,0,0,27.857143,3,0.8571,clean
3,1,1,5,9,0,3,2,3,0,47,1,0,0,0.666667,0,0,14.333333,1,0.6667,clean
15,3,0,3,37,41,1,2,14,0.696429,437,0.75,1,0.454545,0.311111,1,2,27.333333,1,0.8,clean
13,1,0,4,13,78,4,0,13,2,13,0,0,0,0.326923,0,0,0,1,1,clean
10,1,4,17,81,5,4,13,4,0.783626,743,1,7,0,0.259259,0,0,71.4,14,4.2,buggy
8,1,0,1,14,28,1,0,8,2,274,0,0,0,0.45,0,0,33.25,7,2.875,clean
6,3,0,4,25,11,0,4,4,0.8,157,1,0,0.880952,0.4,2,2,24.833333,1,0.8333,clean
8,3,0,7,32,8,3,4,5,0.738095,300,0.833333,0,0.860465,0.357143,1,1,35.75,1,0.75,clean
2,2,0,9,19,1,1,8,2,2,120,0,0,0.958333,1,1,1,59,1,0.5,clean
8,3,0,8,25,14,1,7,8,0.714286,157,1,1,0.840909,0.375,0,0,18.25,2,1.125,clean
19,3,1,18,56,97,5,13,12,0.814815,406,1,2,0.672727,0.190789,0,0,19.894737,3,1.0526,clean
5,1,0,1,18,0,1,0,3,0.5,96,1,0,0,0.533333,0,0,17.8,2,1,clean
22,3,0,17,77,95,0,17,19,0.742857,439,1,1,0.637931,0.172727,1,1,18.727273,2,1,clean
19,1,0,23,46,65,22,3,17,0.416667,448,1,0,0,0.289474,0,0,22.473684,16,2.4211,clean
19,4,0,8,69,91,2,8,13,0.777778,632,1,2,0.8125,0.368421,1,1,31.894737,5,1.2632,buggy
5,4,0,8,45,6,0,8,4,0.75,261,1,0,0.95122,0.6,4,5,50.8,7,2,clean
21,1,0,9,47,48,1,8,21,0.68,277,1,4,0,0.309524,0,0,11.952381,7,1.4286,buggy
5,1,0,1,35,4,1,0,4,0.583333,354,1,0,0,0.5,0,0,69.2,8,3.2,clean
4,3,0,8,42,2,0,8,4,0.666667,242,1,0,0.925,0.75,2,3,59,1,0.75,clean
8,3,0,6,55,24,0,6,3,0.809524,643,0.5,0,0.840909,0.303571,0,0,78.625,3,1.25,clean
3,1,0,1,3,3,1,0,3,2,3,0,0,0,1,0,0,0,1,1,clean
11,1,1,8,17,41,6,2,8,0.7,93,1,0,0,0.666667,0,0,7.090909,1,0.7273,clean
3,1,0,2,15,0,2,0,3,0.166667,100,1,0,0,0.666667,0,0,31.333333,2,1,clean
4,1,0,4,5,0,3,1,4,0.333333,24,1,0,0,0.875,0,0,4.75,1,0.75,clean
2,1,0,0,6,1,0,0,2,2,45,0,0,0,0.666667,0,0,21.5,8,4,clean
14,3,0,6,33,65,0,6,14,0.910256,404,1,1,0.74,0.595238,2,3,27,2,1,clean
6,3,0,4,24,5,0,4,5,0.733333,153,1,0,0.880952,0.5,0,0,24,1,0.8333,clean
14,5,0,10,43,15,0,10,12,0.615385,168,1,1,0.891667,0.392857,3,5,10.857143,5,1.3571,clean
19,1,0,18,47,97,16,5,16,0.833333,273,1,1,0,0.305263,0,0,13,3,1.4211,buggy
3,2,0,8,18,3,1,7,2,1,132,0,0,0.92,0.5,0,0,42,1,0.6667,clean
19,1,34,78,23,119,75,5,16,0.873016,125,1,4,0,0.218045,0,0,5.210526,2,1,clean
7,4,0,11,32,0,0,11,6,0.666667,189,1,1,0.928571,0.342857,1,1,25.428571,3,1.1429,clean
4,3,0,6,15,0,4,2,4,0.333333,82,0,0,0.925,0.625,1,1,19.25,1,0.75,clean
8,4,0,6,35,4,0,6,7,0.714286,265,1,0,0.917647,0.46875,3,3,31.375,5,1.375,clean
65,3,0,21,155,1670,6,21,59,0.917188,1504,1,5,0.37,0.244141,3,3,21.830769,10,1.5231,clean
14,4,0,99,28,0,98,1,14,0.384615,153,1,1,0.65,0.333333,1,2,9.785714,2,0.6429,clean
14,1,0,24,63,63,20,20,9,0.841346,822,0.4375,0,0,0.333333,0,0,56.571429,24,2.7857,buggy
4,2,0,3,16,0,0,3,4,0.333333,59,1,0,0.842105,0.875,1,1,13.5,5,1.75,clean
27,1,0,3,63,297,1,2,10,0.778846,527,0,2,0,0.37963,0,0,18.222222,11,1.4444,clean
