@relation arff_redktor

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {clean,buggy}

@data
9,1,0,9,27,0,1,8,6,0.5625,267,1,0,0,0.458333,0,0,28.444444,2,1.2222,clean
12,1,0,14,64,0,1,13,6,0.545455,598,1,0,0,0.345455,0,0,48.666667,3,1.3333,clean
17,1,8,25,28,0,24,1,14,0.7375,387,1,0,0,0.458333,0,0,21.470588,3,1.5294,clean
9,1,0,15,33,0,1,14,6,0.5625,309,1,0,0,0.458333,0,0,33.111111,4,1.4444,clean
23,1,0,15,53,0,12,3,21,0.681818,1119,1,1,0,0.265152,0,0,47.347826,10,2.1739,clean
14,1,0,13,48,0,1,12,9,0.692308,522,0.4,1,0,0.276923,0,0,35.928571,4,1.9286,clean
0,1,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,clean
3,3,0,2,5,1,0,2,1,0.75,48,1,0,0.928571,0.5,1,2,14.333333,1,0.3333,clean
11,1,0,11,42,0,1,10,6,0.55,433,1,0,0,0.5,0,0,38.181818,4,1.3636,clean
13,1,6,10,15,0,8,2,11,0.541667,248,1,0,0,0.791667,0,0,17.923077,2,1.6154,clean
13,2,0,10,27,0,6,4,7,0.458333,291,1,1,0.266667,0.236111,1,4,21.230769,2,1.5385,clean
9,1,0,15,32,0,2,13,6,0.5625,323,1,0,0,0.458333,0,0,34.666667,4,1.4444,clean
10,1,0,11,38,0,1,10,7,0.555556,376,1,0,0,0.444444,0,0,36.4,6,1.7,clean
15,1,0,13,51,0,2,11,11,0.653061,732,1,3,0,0.285714,0,0,47.333333,6,1.9333,clean
9,1,0,6,19,0,1,5,6,0.5625,210,1,0,0,0.458333,0,0,22.111111,2,1.2222,clean
16,1,0,14,54,0,1,13,9,0.677778,610,1,2,0,0.266667,0,0,36.75,4,2,clean
14,1,0,11,43,0,2,9,10,0.681319,583,1,3,0,0.323077,0,0,40.142857,5,1.8571,clean
20,1,0,11,20,190,7,4,20,2,20,0,0,0,0.266667,0,0,0,1,1,clean
9,1,0,11,32,0,1,10,6,0.5625,314,1,0,0,0.458333,0,0,33.666667,4,1.4444,clean
4,1,0,2,19,0,0,2,2,0.666667,110,1,0,0,0.333333,0,0,26,2,0.75,clean
0,1,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,clean
0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,clean
11,1,0,3,15,0,1,2,9,0.55,228,1,0,0,0.433333,0,0,19.545455,2,1.4545,clean
12,1,0,13,48,0,1,12,6,0.545455,397,1,0,0,0.327273,0,0,31.916667,2,1.25,clean
11,1,0,12,40,0,1,11,6,0.55,390,1,0,0,0.5,0,0,34.272727,4,1.3636,clean
9,1,0,12,38,0,1,11,6,0.5625,354,1,0,0,0.458333,0,0,38.111111,7,1.7778,clean
11,1,0,7,20,0,1,6,9,0.74,298,0.4,1,0,0.35,0,0,25.636364,3,1.6364,clean
4,2,0,2,6,0,0,2,2,0.666667,68,1,0,0.714286,0.5,1,4,15.5,2,0.75,clean
9,1,0,10,27,0,2,8,6,0.5625,267,1,0,0,0.458333,0,0,28.444444,2,1.2222,clean
12,1,0,14,66,0,1,13,6,0.545455,540,1,0,0,0.345455,0,0,43.833333,4,1.4167,clean
5,1,0,8,18,0,7,1,2,0.625,229,1,0,0,0.25,0,0,44.4,6,1.8,clean
4,2,0,3,7,0,1,2,2,0.888889,72,1,0,0.714286,0.666667,1,4,16.25,2,0.75,clean
8,1,0,4,16,0,1,3,6,0.571429,169,1,0,0,0.428571,0,0,19.875,2,1.25,clean
23,1,0,40,28,0,29,11,21,0.958333,538,0.166667,0,0,0.117424,0,0,21.869565,2,1.7826,clean
10,1,0,1,18,0,0,1,8,0.638889,284,1,0,0,0.305556,1,1,27,7,2.1,clean
7,1,0,4,7,21,3,1,7,2,7,0,0,0,0.306122,0,0,0,1,1,clean
13,2,0,10,29,0,6,4,9,0.458333,295,1,1,0.266667,0.214286,1,4,21.538462,2,1.5385,clean
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,clean
4,2,0,5,12,0,3,2,2,0.666667,122,1,0,0.866667,0.666667,1,4,29,4,1.25,clean
9,1,0,12,38,0,1,11,6,0.5625,354,1,0,0,0.458333,0,0,38.111111,7,1.7778,clean
29,1,0,20,140,0,0,20,2,0.793651,2781,1,7,0,0.416667,0,0,94.586207,7,2.2759,clean
12,1,0,8,34,0,1,7,9,0.688312,439,0.714286,3,0,0.290909,0,0,35,5,1.9167,clean
0,1,0,0,0,0,0,0,0,2,54,0,0,0,0,0,0,0,0,0,clean
11,1,0,13,48,0,2,11,6,0.55,436,1,0,0,0.5,0,0,38.454545,2,1.1818,clean
5,2,0,4,20,0,1,3,3,0.625,176,1,0,0.8125,0.5,2,6,33.8,4,1.8,clean
29,1,14,28,61,0,24,4,27,0.647959,1139,1,0,0,0.190476,0,0,38.034483,8,2.2759,clean
4,2,0,7,10,0,5,2,2,0.333333,218,1,0,0.714286,0.666667,1,4,53,13,3.5,clean
11,2,0,6,25,0,2,4,6,0.45,241,1,1,0.307692,0.4,1,4,20.727273,2,1.4545,clean
9,1,0,17,33,0,2,15,6,0.5625,282,1,0,0,0.458333,0,0,30.111111,4,1.4444,clean
18,1,0,7,18,153,5,2,18,2,18,0,0,0,0.333333,0,0,0,1,1,clean
8,1,0,4,13,0,1,3,6,0.571429,156,1,0,0,0.428571,0,0,18.25,2,1.25,clean
10,1,0,4,33,0,0,4,8,0.481481,603,1,0,0,0.253968,0,0,59,16,3.2,clean
11,1,0,5,11,55,4,1,11,2,11,0,0,0,0.363636,0,0,0,1,1,clean
4,2,0,11,15,0,1,10,2,1.066667,165,0.4,0,0.923077,0.666667,1,9,39,2,0.75,clean
7,1,0,27,7,21,27,0,7,2,7,0,0,0,0.714286,0,0,0,1,1,clean
5,2,0,13,9,0,12,1,2,0.75,131,0.4,4,0.785714,0.333333,1,1,24.2,2,1,clean
10,1,0,16,31,0,1,15,6,0.555556,273,1,0,0,0.481481,0,0,26.1,3,1.4,clean
14,1,0,16,83,0,1,15,6,0.538462,852,1,0,0,0.333333,0,0,59.714286,7,2.1429,clean
9,1,0,9,28,0,1,8,6,0.5625,300,1,0,0,0.458333,0,0,32.111111,4,1.4444,clean
3,1,0,1,10,3,0,1,3,0.5,35,1,1,0,0.5,0,0,10.333333,1,0.6667,clean
31,1,0,69,41,0,67,2,29,0.892857,944,1,1,0,0.233333,1,1,29,7,2.3871,clean
19,2,0,19,51,0,13,6,14,0.472222,524,1,1,0.190476,0.222222,1,4,26.473684,4,1.7895,clean
17,2,0,29,42,0,23,6,12,0.583333,476,1,2,0.210526,0.395833,1,4,26.823529,4,1.8824,clean
4,2,0,7,11,0,1,6,2,0.666667,95,1,0,0.714286,0.555556,2,5,22,3,1,clean
28,1,0,25,140,0,1,24,6,0.796296,2423,1,8,0,0.324074,0,0,85.178571,3,1.8214,clean
7,2,0,3,9,0,1,2,5,0.583333,178,1,0,0.6875,0.666667,1,2,24.142857,5,2.2857,clean
5,2,0,16,9,0,14,2,3,0.625,135,1,0,0.625,0.5,1,4,25.6,4,1.8,clean
8,1,18,35,10,0,34,1,6,0.666667,137,1,0,0,0.47619,0,0,15.75,2,1,clean
10,1,0,13,33,0,8,5,8,0.527778,458,1,2,0,0.333333,0,0,44.4,6,2.4,clean
20,1,0,12,63,0,1,11,8,0.610526,884,1,1,0,0.252632,0,0,42.95,5,2.45,clean
4,2,0,14,12,0,12,2,2,0.666667,122,1,0,0.866667,0.666667,1,4,29,4,1.25,clean
13,1,0,5,34,0,0,5,11,0.444444,498,1,0,0,0.395833,0,0,37.076923,3,2,clean
15,1,0,21,52,0,15,6,12,0.535714,684,1,0,0,0.214286,0,0,44.466667,6,2.2,clean
11,1,0,12,40,0,1,11,6,0.55,344,1,0,0,0.5,0,0,30.090909,2,1.1818,clean
3,1,0,2,5,1,0,2,1,0.75,48,1,0,0,0.5,0,0,14.333333,1,0.3333,clean
4,2,1,10,6,0,8,2,2,0.666667,68,1,0,0.846154,0.666667,1,2,15.5,2,0.75,clean
7,2,0,3,9,0,1,2,5,0.583333,166,1,0,0.6875,0.666667,1,2,22.428571,4,2,clean
8,2,0,10,17,0,8,2,6,0.571429,249,1,0,0.684211,0.642857,1,4,29.625,4,1.625,clean
10,1,0,16,10,45,16,0,10,2,10,0,0,0,0.9,0,0,0,1,1,clean
16,1,0,13,40,0,8,5,14,0.72381,674,1,2,0,0.266667,0,0,40.6875,7,2.375,clean
4,2,0,6,16,0,3,3,2,1.066667,181,1,0,0.714286,0.666667,2,5,43,8,2.25,clean
5,2,0,5,15,0,2,3,3,0.583333,247,0.666667,0,0.625,0.583333,1,4,47.8,8,3.4,clean
6,3,0,43,11,0,42,1,4,0.6,115,1,0,0.928571,0.533333,0,0,17.833333,1,0.1667,clean
33,1,0,6,33,528,1,5,33,2,33,0,0,0,0.190909,0,0,0,1,1,clean
22,1,0,22,31,0,21,1,20,0.852381,552,1,0,0,0.197279,1,1,23.636364,7,2.0455,clean
13,1,0,11,53,0,1,10,6,0.541667,477,1,0,0,0.35,0,0,35.538462,3,1.3846,clean
5,1,0,6,17,0,1,5,2,0.625,168,1,0,0,0.3125,0,0,32.2,4,1.6,clean
9,1,0,15,26,0,1,14,6,0.5625,263,1,0,0,0.458333,0,0,28,3,1.3333,clean
8,1,0,3,31,0,0,3,6,0.52381,251,1,0,0,0.47619,0,0,30,3,1.5,clean
31,1,0,19,44,0,16,3,29,0.885714,870,1,4,0,0.175,1,1,26.612903,7,2.1613,clean
20,1,0,10,44,0,9,1,18,0.721805,757,1,0,0,0.438596,0,0,36.5,6,2.5,clean
10,1,0,14,32,0,1,13,6,0.555556,299,1,0,0,0.481481,0,0,28.7,3,1.4,clean
12,1,0,11,39,0,1,10,6,0.545455,357,1,0,0,0.327273,0,0,28.583333,2,1.25,clean
14,2,0,11,29,0,6,5,9,0.461538,309,1,1,0.25,0.435897,1,4,20.928571,2,1.5714,clean
9,1,0,12,24,0,1,11,6,0.5625,222,1,0,0,0.458333,0,0,23.444444,2,1.2222,clean
6,1,8,9,8,3,8,1,1,0.733333,107,1,0,0,0.5,0,0,16.333333,3,1.1667,clean
4,2,0,5,8,0,1,4,2,0.666667,85,1,0,0.714286,0.666667,1,4,19.75,3,1,clean
10,1,0,6,10,45,4,2,10,2,10,0,0,0,0.45,0,0,0,1,1,clean
10,1,0,3,32,0,0,3,8,0.481481,553,1,0,0,0.277778,0,0,54,13,2.9,clean
6,2,0,22,50,0,1,21,2,1.066667,367,0.222222,0,0.857143,0.5,1,11,58.666667,3,1.6667,buggy
5,2,0,23,36,0,1,22,2,1.145833,307,0.166667,0,0.888889,0.5,1,10,58,3,1.2,buggy
4,2,0,11,14,0,1,10,2,1.166667,140,0.25,0,0.923077,0.666667,1,9,32,2,0.75,buggy
4,2,0,25,37,0,1,24,2,1.238095,420,0.142857,0,0.923077,0.666667,1,9,100.5,3,1,buggy
5,2,0,10,9,0,8,2,3,0.5625,193,1,0,0.714286,0.583333,1,4,36.8,7,1.6,buggy
14,1,0,8,38,0,1,7,9,0.714286,529,0.857143,3,0,0.307692,0,0,36.285714,5,2.2143,buggy
4,2,0,12,14,0,2,10,2,1.066667,134,0.4,0,0.923077,0.666667,1,9,31.25,2,0.75,buggy
11,1,0,11,36,0,1,10,6,0.55,362,1,0,0,0.5,0,0,31.727273,3,1.2727,buggy
4,2,0,11,15,0,1,10,2,1,127,0.5,0,0.923077,0.666667,1,10,29.75,2,0.75,buggy
11,1,0,5,22,0,1,4,8,0.74,341,0.8,1,0,0.35,0,0,29.545455,4,1.8182,buggy
6,2,0,17,42,0,1,16,2,1.028571,321,0.285714,0,0.857143,0.5,1,11,51.333333,3,1.5,buggy
24,1,0,8,69,0,0,8,22,0.478261,1478,1,1,0,0.246377,0,0,60.416667,20,3.4167,buggy
4,2,0,5,7,0,3,2,2,1.066667,74,1,0,0.714286,0.666667,1,4,16.25,2,0.75,buggy
4,2,0,5,7,0,3,2,2,1.066667,74,1,0,0.714286,0.666667,1,4,16.25,2,0.75,buggy
4,2,0,17,21,0,1,16,2,1.2,237,0.2,0,0.923077,0.666667,1,9,55.75,2,0.75,buggy
4,2,0,10,13,0,1,9,2,1.066667,125,0.4,0,0.923077,0.666667,1,9,29,2,0.75,buggy
4,2,0,9,12,0,1,8,2,1,117,0.5,0,0.923077,0.666667,1,9,27.25,2,0.75,buggy
4,2,0,7,8,0,5,2,2,1.066667,93,1,0,0.714286,0.666667,1,4,21,4,1.25,buggy
4,2,0,5,6,0,3,2,2,0.666667,68,1,0,0.846154,0.666667,1,2,15.5,2,0.75,buggy
18,1,0,13,26,0,12,1,16,0.816176,460,1,0,0,0.338235,1,1,24.111111,7,2.0556,buggy
13,1,0,11,44,0,1,10,8,0.7,448,1,1,0,0.316667,0,0,33.076923,4,1.9231,buggy
4,2,0,11,15,0,1,10,2,1.066667,175,0.4,0,0.923077,0.5,1,9,41.5,2,0.75,buggy
4,2,0,10,13,0,1,9,2,1.142857,132,0.285714,0,0.923077,0.666667,1,9,30.25,2,0.75,buggy
34,1,0,35,44,0,31,4,32,0.878788,854,1,3,0,0.148148,1,1,23.735294,7,2.0882,buggy
9,1,0,13,23,0,1,12,6,0.5625,217,1,0,0,0.458333,0,0,22.888889,2,1.2222,buggy
16,1,0,13,24,0,11,2,14,0.790476,416,1,1,0,0.222222,1,1,24.5625,7,2.0625,buggy
21,1,0,7,56,0,0,7,19,0.52,1149,1,2,0,0.307143,0,0,53.47619,16,3,buggy
