@relation arff_arc.csv

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {clean,buggy}

@data
2,3,0,6,9,1,2,4,1,1,38,1,0,0.956522,0.666667,1,1,17.5,3,1.5,clean
15,1,0,7,16,91,5,2,15,0.946429,75,1,3,0,0.244444,0,0,3.466667,1,0.9333,clean
2,1,0,2,3,1,0,2,2,2,7,0,0,0,1,0,0,2.5,1,0.5,clean
4,2,0,4,19,0,2,2,4,0.333333,113,1,0,0.571429,0.583333,1,1,26.75,1,0.75,clean
1,1,0,1,2,0,0,1,1,2,8,0.25,1,0,1,0,0,3,0,0,clean
1,3,0,9,2,0,9,0,1,2,5,0,0,1,1,0,0,4,0,0,clean
1,1,0,6,1,0,6,0,1,2,1,0,0,0,1,0,0,0,1,1,clean
19,1,0,6,20,153,5,1,19,0.944444,94,1,1,0,0.294737,0,0,3.473684,1,0.9474,clean
14,1,0,3,15,79,3,0,14,0.945055,68,1,0,0,0.339286,0,0,3.357143,1,0.9286,clean
4,2,0,6,15,0,4,3,4,0.333333,75,1,0,0.571429,0.5,1,1,17.25,1,0.75,clean
10,1,0,8,10,45,6,2,10,2,10,0,0,0,0.58,0,0,0,1,1,clean
0,1,0,3,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,clean
1,4,0,2,2,0,0,2,1,2,4,0,0,1,1,0,0,3,0,0,clean
19,1,0,8,57,77,0,8,18,0.858025,314,1,2,0,0.277778,0,0,15.052632,4,1.2632,clean
9,1,0,7,29,12,0,7,8,0.775,238,1,2,0,0.45,0,0,24.888889,6,2.2222,clean
14,1,7,19,36,65,8,12,11,0.884615,209,1,2,0,0.214286,0,0,13.5,3,1.2143,clean
4,2,0,4,14,4,0,4,4,0.666667,68,1,0,0.8125,0.4375,1,1,15.75,4,1.5,clean
12,1,0,6,34,0,0,6,11,0.454545,132,1,1,0,0.238636,0,0,9.833333,2,1,clean
10,1,0,8,29,25,0,8,9,0.8,197,1,2,0,0.314815,0,0,18.2,5,1.5,clean
7,1,0,1,8,15,1,0,7,0.833333,34,1,0,0,0.357143,0,0,3.428571,1,0.8571,clean
4,5,0,2,8,6,1,1,4,2,20,0,0,1,0.666667,0,0,4,0,0,clean
44,3,23,55,128,730,23,32,39,0.674419,860,1,0,0.232143,0.185606,0,0,18.5,5,1.5,clean
1,3,0,1,2,0,1,0,1,2,5,0,0,1,1,0,0,4,0,0,clean
3,1,0,2,10,3,0,2,2,1,30,1,0,0,0.666667,0,0,8.666667,1,0.3333,clean
4,1,0,4,4,6,2,2,4,2,4,0,0,0,0.625,0,0,0,1,1,clean
4,1,0,6,4,6,4,2,4,2,4,0,0,0,1,0,0,0,1,1,clean
7,1,0,5,19,0,0,5,6,0.333333,105,1,1,0,0.611111,0,0,13.714286,1,0.7143,clean
1,4,0,2,2,0,0,2,1,2,4,0,0,1,1,0,0,3,0,0,clean
8,1,0,4,8,28,2,2,8,2,8,0,0,0,0.541667,0,0,0,1,1,clean
4,1,0,2,7,4,0,2,3,0.833333,25,1,0,0,0.555556,0,0,4.75,1,0.5,clean
4,3,0,2,8,6,2,0,4,2,20,0,0,1,0.666667,0,0,4,0,0,clean
3,1,0,4,4,1,3,1,3,0.5,14,1,0,0,0.666667,0,0,3.333333,1,0.6667,clean
14,1,0,7,15,55,6,1,14,0.846154,86,1,1,0,0.342857,0,0,4.714286,1,0.8571,clean
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,clean
3,1,0,8,14,3,3,5,3,2,85,0,0,0,0.5,0,0,27.333333,9,3.3333,buggy
38,1,0,30,155,485,0,30,34,0.922604,1564,1,7,0,0.138315,0,0,39.578947,7,1.4737,buggy
35,1,0,29,121,373,0,29,31,0.910294,1250,1,5,0,0.165966,0,0,34.142857,5,1.2286,buggy
18,1,0,17,46,97,0,17,17,0.898396,277,1,4,0,0.211765,0,0,13.777778,3,1.0556,buggy
3,1,0,3,5,3,0,3,3,2,14,0,0,0,0.5,0,0,3.666667,1,0.6667,buggy
8,1,0,16,21,14,13,3,8,0.809524,111,1,0,0,0.34375,1,1,12.5,7,1.875,buggy
3,1,0,3,5,3,0,3,3,2,14,0,0,0,0.5,0,0,3.666667,1,0.6667,buggy
7,1,0,4,7,21,2,2,7,2,7,0,0,0,0.357143,0,0,0,1,1,buggy
22,1,0,16,114,165,0,16,11,0.89881,746,1,3,0,0.139683,0,0,32.545455,5,1.1818,buggy
22,1,0,18,72,47,0,18,16,0.666667,679,1,3,0,0.179487,0,0,29.636364,3,1.0909,buggy
4,4,0,8,12,6,0,8,4,2,56,0,0,0.949153,0.875,0,0,13,1,0.75,buggy
4,1,0,4,6,6,0,4,4,1,26,1,1,0,0.4,0,0,5.25,3,1.25,buggy
9,4,0,19,36,34,0,19,9,2,175,0,0,0.875,0.314815,0,0,18.444444,1,0.8889,buggy
29,1,0,24,91,238,0,24,19,0.89916,641,1,6,0,0.16092,0,0,20.517241,4,1.4483,buggy
11,1,0,10,11,55,3,7,11,2,11,0,0,0,0.337662,0,0,0,1,1,buggy
23,1,0,5,29,223,3,2,23,0.954545,134,1,2,0,0.204969,1,1,4.347826,2,1,buggy
3,1,0,3,3,3,2,1,3,2,3,0,0,0,1,0,0,0,1,1,buggy
20,1,0,13,20,190,7,6,20,2,20,0,0,0,0.328571,0,0,0,1,1,buggy
14,1,0,5,21,63,4,1,14,0.910256,112,1,1,0,0.285714,1,1,6.571429,6,1.3571,buggy
21,1,0,16,53,154,0,16,16,0.892308,389,1,4,0,0.176871,0,0,16.904762,1,0.9524,buggy
19,1,0,30,93,139,0,30,16,0.931624,506,1,7,0,0.138889,0,0,24.947368,8,1.5789,buggy
10,1,0,6,31,1,0,6,9,0.5,156,1,1,0,0.355556,0,0,14.4,1,0.8,buggy
25,1,0,13,74,0,0,13,23,0.444444,901,1,2,0,0.204545,0,0,34.92,1,0.92,buggy
13,1,0,19,56,54,0,19,11,0.898148,224,1,4,0,0.173077,0,0,15.538462,4,1.1538,buggy
10,1,0,6,10,45,2,4,10,2,10,0,0,0,0.4,0,0,0,1,1,buggy
7,1,0,6,7,21,3,3,7,2,7,0,0,0,0.464286,0,0,0,1,1,buggy
16,4,0,19,79,114,0,19,13,0.933333,616,1,1,0.788732,0.265625,0,0,37.375,34,4.1875,buggy
