@relation arff_xerces-1.2-weka.filters.unsupervised.instance.Randomize-S499-weka.filters.unsupervised.instance.RemoveFolds-S1-N2-F1

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {clean,buggy}

@data
4,4,0,6,20,0,1,6,1,0.666667,103,0.5,0,0.962025,0.5,3,11,24.25,4,1.5,clean
22,1,0,0,22,231,0,0,22,2,22,0,0,0,0.75,0,0,0,1,1,clean
10,1,0,10,13,5,10,0,8,0.908497,7825,0.176471,0,0,0.25,0,0,779.8,9,4.7,clean
42,1,0,11,52,695,11,0,42,0.899187,498,1,0,0,0.257937,0,0,10.5,12,1.6429,buggy
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,clean
8,1,1,3,20,22,1,3,6,0.928571,108,0.5,0,0,0.285714,0,0,12.25,1,0.75,clean
16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.5,0,0,0,1,1,clean
10,1,0,0,10,45,0,0,10,2,10,0,0,0,0.75,0,0,0,1,1,clean
14,4,0,5,29,91,2,4,12,1,172,1,1,0.878505,0.357143,0,0,11.214286,4,1.7857,clean
4,1,0,0,4,6,0,0,4,2,4,0,0,0,1,0,0,0,1,1,clean
5,1,0,2,14,0,1,1,4,1.243808,1114,0.009288,0,0,0.5,0,0,157.2,9,2.2,clean
5,1,14,17,6,10,15,2,5,1.25,13,1,0,0,0.533333,0,0,1.4,1,0.8,clean
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,clean
7,4,0,2,12,21,0,2,7,2,39,0,0,0.94,0.428571,0,0,4.571429,1,0.8571,clean
17,1,0,8,54,134,7,3,5,0.9375,867,0,1,0,0.2125,0,0,49.882353,19,4.7059,clean
19,1,0,0,19,171,0,0,19,2,19,0,0,0,0.438596,0,0,0,1,1,clean
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818,0.571429,1,6,4.571429,1,0.8571,clean
5,3,0,0,6,8,0,0,5,0,34,1,0,0.944444,0.6,0,0,5.6,1,0.2,buggy
45,1,0,23,108,602,7,17,16,0.942776,2550,0.071429,15,0,0.15303,0,0,54.422222,2,1.0222,clean
3,3,1,3,4,3,2,2,3,1.5,13,0,0,0.964286,0.555556,1,4,3,1,0.6667,clean
17,4,0,2,27,136,0,2,17,2,123,0,0,0.854545,0.317647,0,0,6.235294,3,1.1765,clean
2,2,0,8,14,1,1,8,1,2,140,0,0,0.75,0.571429,2,2,69,1,0.5,clean
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,clean
10,1,0,4,21,0,2,2,10,0,93,1,0,0,0.533333,0,0,8.2,2,1.1,clean
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111,0.555556,1,4,4.555556,1,0.8889,clean
17,2,0,3,34,0,1,2,16,0.4625,403,1,0,0.515152,0.183007,1,15,22.411765,8,2.2353,clean
1,4,0,0,2,0,0,0,1,2,5,0,0,1,1,0,0,4,0,0,clean
41,2,0,13,75,0,1,12,22,0.608824,7413,0.882353,3,0.152174,0.170833,1,4,179.390244,2,1.0488,buggy
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,clean
3,1,0,26,3,3,25,1,3,1.5,17,0,0,0,0.666667,0,0,0,1,1,clean
22,1,0,0,43,127,0,0,20,0.698413,161,0,3,0,0.15035,0,0,6.181818,2,0.9545,clean
17,4,0,2,23,136,0,2,17,2,96,0,0,0.854545,0.397059,0,0,4.647059,1,0.9412,clean
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,buggy
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818,0.571429,1,6,4.571429,1,0.8571,clean
11,1,0,38,16,25,38,0,11,0.05,191,0,0,0,0.409091,1,1,16,7,1.1818,clean
18,1,0,2,18,153,1,1,18,2,18,0,0,0,0.75,0,0,0,1,1,clean
5,4,0,2,8,10,0,2,5,2,28,0,0,0.959184,0.6,0,0,4.6,1,0.8,clean
13,4,0,2,16,78,1,2,13,2,72,0,0,0.886792,0.538462,0,0,4.538462,1,0.9231,clean
1,5,0,1,2,0,1,0,1,2,6,0,0,1,1,0,0,5,0,0,buggy
63,2,3,27,225,793,7,20,42,0.87208,5680,0.896552,6,0.678947,0.152074,2,11,88.698413,6,1.6984,clean
8,1,0,11,8,28,7,5,8,2,8,0,0,0,0.363636,0,0,0,1,1,clean
3,4,0,2,6,3,0,2,3,2,17,0,0,0.979167,0.5,0,0,4.666667,1,0.6667,clean
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111,0.555556,1,5,4.555556,1,0.8889,clean
12,1,0,0,24,0,0,0,12,0.30303,178,0,0,0,0.4375,0,0,13.583333,2,1.25,clean
2,3,0,0,4,1,0,0,2,2,9,0,0,1,0.75,0,0,3.5,0,0,buggy
5,1,0,3,14,0,2,1,4,1.185484,236,0.064516,0,0,0.5,0,0,40,9,2.2,clean
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,buggy
8,4,0,19,12,0,18,1,8,0.285714,64,1,0,0.818182,0.4375,0,0,6.75,1,0.5,clean
26,1,0,0,26,325,0,0,26,2,26,0,0,0,0.5,0,0,0,1,1,clean
8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.5,0,0,0,1,1,clean
10,1,0,2,10,45,1,1,10,2,10,0,0,0,0.75,0,0,0,1,1,clean
2,1,0,22,2,1,22,0,2,2,5,0,0,0,0.6,0,0,0,1,1,clean
8,1,1,0,16,14,0,0,6,0.785714,115,1,0,0,0.571429,0,0,12.875,1,0.75,buggy
29,4,4,17,70,124,12,9,24,0.75,598,0.666667,1,0.73,0.337931,2,11,19.517241,6,2.4828,buggy
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0,clean
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,clean
6,1,0,8,12,3,6,2,6,0.984615,112,0,2,0,0.5,1,1,13.333333,1,0.6667,clean
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,buggy
6,1,0,0,6,15,0,0,6,2,6,0,0,0,1,0,0,0,1,1,buggy
11,1,1,3,13,35,3,0,11,0.9,87,0.1,2,0,0.393939,0,0,6,1,0.9091,buggy
2,2,0,4,10,1,1,3,1,2,76,0,0,0.75,0.625,2,2,37,11,5.5,clean
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.777778,0,0,0,1,1,buggy
3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,buggy
53,1,0,29,143,1146,10,20,20,0.906177,6637,0.090909,6,0,0.192308,1,1,123.603774,147,13.3585,clean
5,1,0,6,7,10,6,0,5,2,107,0,0,0,0.35,0,0,20.4,3,1.8,clean
14,1,0,0,14,91,0,0,14,2,14,0,0,0,0.206349,0,0,0,1,1,clean
11,1,0,0,11,55,0,0,11,2,11,0,0,0,0.348485,0,0,0,1,1,clean
18,1,0,0,19,153,0,0,18,2,40,0,0,0,0.285714,0,0,1.222222,1,0.9444,clean
8,2,0,2,32,10,1,2,7,1.040816,223,0.214286,0,0.588235,0.46875,1,1,25.125,6,1.5,clean
41,1,0,4,85,0,1,4,26,0.796875,2564,0,7,0,0.222222,0,0,61.146341,11,3.0244,buggy
10,1,1,0,15,45,0,0,9,2,53,0,0,0,0.228571,0,0,4.3,1,0.9,buggy
8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.46875,0,0,0,1,1,buggy
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,clean
3,4,0,2,7,3,0,2,3,2,19,0,0,0.979167,0.666667,0,0,5.333333,1,0.6667,clean
33,2,2,16,70,0,3,14,20,0.565625,3041,1,2,0.184211,0.174479,1,3,90.848485,2,1.0606,buggy
16,4,2,13,46,102,10,6,14,0.933333,288,0.5,0,0.849462,0.34375,3,18,16.875,11,2.375,buggy
21,4,0,3,28,210,0,3,21,2,118,0,0,0.803922,0.314286,1,7,4.619048,1,0.9524,clean
50,1,1,15,105,711,2,13,3,0.850863,3171,0.076923,0,0,0.194286,0,0,61.64,55,2.48,clean
49,1,2,22,121,622,2,20,22,0.91572,1192,1,11,0,0.113889,0,0,22.877551,3,1.0408,clean
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
2,4,0,4,3,0,4,0,2,0,13,0,0,0.944444,0.666667,0,0,5,1,0.5,clean
0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,clean
35,4,0,3,43,595,0,3,35,2,200,0,0,0.734375,0.308571,0,0,4.714286,1,0.9714,clean
2,2,0,1,6,1,0,1,2,2,13,0,0,0.928571,1,0,0,5.5,1,0.5,buggy
3,1,0,0,8,3,0,0,2,2,25,0,0,0,0.333333,0,0,7.333333,1,0.6667,clean
7,2,0,8,30,17,1,7,6,0.740741,608,1,2,0.444444,0.333333,0,0,84.571429,1,0.7143,clean
17,4,0,3,23,136,0,3,17,0.9375,98,1,1,0.854545,0.490196,0,0,4.705882,2,1,clean
3,1,0,10,13,0,5,5,2,0.166667,167,1,2,0,0.5,0,0,53.666667,1,0.3333,clean
10,2,0,8,43,25,1,8,5,2,592,0,0,0.571429,0.328571,1,7,58.2,13,2.8,buggy
6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.375,0,0,0,1,1,clean
39,2,0,10,72,277,1,9,2,1,804,1,0,0.571429,0.184211,1,12,19.461538,12,1.5641,clean
10,2,0,6,39,37,1,5,7,0.709877,967,1,2,0.333333,0.285714,0,0,93.9,1,0.8,clean
6,3,1,4,18,3,2,3,4,0.8,165,0.666667,0,0.947368,0.611111,3,3,26,3,1.3333,buggy
18,1,0,6,18,153,4,2,18,2,18,0,0,0,0.4,0,0,0,1,1,clean
6,2,0,7,8,0,6,1,6,0.981818,62,0,1,0.642857,0.375,0,0,7.5,1,0.8333,buggy
1,1,0,16,1,0,16,0,1,2,1,0,0,0,1,0,0,0,1,1,clean
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
4,1,0,3,9,2,3,0,2,0.666667,395,1,0,0,0.5,0,0,97.25,1,0.5,clean
9,2,0,6,19,0,2,4,1,0.625,120,1,0,0.5,0.388889,1,2,12,2,1,clean
3,1,0,0,14,3,0,0,2,2,102,0,0,0,0.333333,0,0,33,1,0.6667,clean
6,3,2,9,21,15,6,4,6,1.2,90,0,0,0.915254,0.333333,1,4,13.833333,2,1.1667,buggy
4,3,0,7,28,0,1,7,1,0.666667,176,0.5,0,0.947368,0.5,2,5,42.5,8,2.5,clean
66,1,3,25,106,1829,21,9,36,0.967521,1123,0.833333,1,0,0.11655,0,0,15.742424,31,2.2727,buggy
3,4,1,3,4,3,2,2,3,1.5,13,0,0,0.967742,0.555556,1,4,3,1,0.6667,clean
11,4,0,3,14,55,0,3,11,2,61,0,0,0.891304,0.545455,1,4,4.545455,1,0.9091,clean
13,1,0,2,24,8,1,2,9,0.6875,374,1,4,0,0.307692,0,0,27.153846,11,4.1538,buggy
11,3,35,39,20,55,36,4,7,2,93,0,0,0.878049,0.436364,2,3,7.454545,3,1.2727,clean
10,4,1,5,15,37,4,2,10,0.933333,93,0.8,0,0.897727,0.4,2,6,7.8,2,1.6,clean
23,4,0,2,26,253,0,2,23,2,127,0,0,0.810345,0.521739,0,0,4.521739,1,0.9565,clean
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.6,0,0,0,1,1,buggy
2,2,0,9,18,0,2,9,1,0,239,1,0,0.75,0.571429,2,2,118,1,0.5,clean
34,3,0,59,83,541,55,9,29,0.969697,1017,0.8,5,0.733333,0.284848,2,4,28.617647,7,2.2059,clean
5,4,0,2,8,10,0,2,5,2,28,0,0,0.959184,0.6,0,0,4.6,1,0.8,clean
24,1,6,10,39,234,7,9,0,1.023551,268,0,1,0,0.195652,0,0,9.166667,2,0.9583,clean
22,1,0,6,39,89,1,5,12,0.703297,1528,0.692308,4,0,0.232143,0,0,67.863636,24,4.6818,clean
9,1,4,8,11,20,6,2,0,0.825,77,1,3,0,0.518519,0,0,7,1,0.8889,clean
4,3,0,6,9,0,1,5,0,0.380952,583,1,0,0.926829,0.40625,1,3,143,1,0.75,clean
38,1,2,28,77,569,9,19,13,0.900901,2197,1,9,0,0.152632,0,0,55.947368,6,1.9737,clean
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,buggy
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111,0.555556,1,5,4.555556,1,0.8889,clean
22,1,0,0,22,231,0,0,22,2,22,0,0,0,0.281818,0,0,0,1,1,clean
26,1,0,0,26,325,0,0,26,2,26,0,0,0,0.487179,0,0,0,1,1,clean
3,1,0,6,7,1,6,0,0,0.5,42,0,0,0,0.5,0,0,11.666667,2,0.6667,clean
86,1,0,46,255,1993,8,44,51,0.943103,6176,0.965517,38,0,0.101329,0,0,69.465116,17,1.5581,buggy
11,1,1,1,18,15,1,0,11,0.5,102,1,0,0,0.431818,0,0,8.090909,1,0.9091,clean
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.7,0,0,0,1,1,clean
13,1,0,0,13,78,0,0,13,2,13,0,0,0,0.461538,0,0,0,1,1,clean
16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.6875,0,0,0,1,1,clean
55,1,3,10,125,811,3,7,36,0.787654,1901,0.933333,3,0,0.127273,0,0,33.290909,13,2.9273,clean
3,1,0,0,5,1,0,0,2,0.5,14,0,0,0,0.5,0,0,3.333333,1,0.3333,buggy
13,4,0,3,18,78,0,3,13,2,73,0,0,0.87234,0.403846,1,6,4.615385,1,0.9231,clean
3,3,0,0,4,1,0,0,2,0.5,247,0,0,0.974359,1,0,0,81,1,0.3333,clean
8,1,0,0,8,28,0,0,8,2,8,0,0,0,0.75,0,0,0,1,1,clean
4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,clean
5,4,0,3,8,10,0,3,5,2,28,0,0,0.953488,0.6,1,4,4.6,1,0.8,clean
1,4,1,0,2,0,0,0,1,2,24,0,0,1,1,0,0,7,0,0,buggy
3,4,0,2,7,3,1,2,3,2,19,0,0,0.979167,0.666667,0,0,5.333333,1,0.6667,clean
19,4,0,3,24,171,0,3,19,2,107,0,0,0.82,0.394737,1,6,4.631579,1,0.9474,clean
1,4,0,3,2,0,0,3,1,2,6,0,0,1,1,0,0,5,0,0,clean
4,3,0,6,17,0,1,6,1,0.666667,75,0.5,0,0.96,0.5,2,8,17.25,3,1.25,clean
13,4,0,3,16,78,0,3,13,2,72,0,0,0.87234,0.538462,1,4,4.538462,1,0.9231,clean
2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
41,2,0,13,77,280,2,11,35,0.903947,1231,1,10,0.487179,0.30662,1,7,28.560976,3,1.1951,clean
9,2,0,7,23,0,2,5,2,0.375,147,1,1,0.533333,0.355556,1,2,15.111111,2,0.8889,clean
3,3,0,0,4,1,0,0,2,0.5,247,0,0,0.974359,1,0,0,81,1,0.3333,clean
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,buggy
22,4,0,5,39,231,0,5,22,0.952381,179,1,1,0.817391,0.25,1,1,7.090909,3,1.2273,clean
4,3,0,6,13,0,1,6,1,0.666667,84,0.5,0,0.94,0.5,2,7,19.5,2,1,clean
10,1,0,0,15,37,0,0,10,0.777778,64,1,0,0,0.375,0,0,5,1,0.8,clean
5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.4,0,0,0,1,1,buggy
15,4,0,2,30,105,0,2,15,2,126,0,0,0.87037,0.4,0,0,7.4,3,1.1333,clean
10,2,0,7,29,33,1,6,7,0.825397,181,0.857143,2,0.333333,0.244444,0,0,16.4,4,1.1,clean
25,2,5,14,68,34,5,11,14,0.638889,1120,0.833333,3,0.656716,0.205,1,17,43.56,11,2.28,buggy
14,1,0,5,50,91,3,2,13,2,486,0,0,0,0.410714,0,0,33.714286,5,3.7143,clean
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,clean
9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111,0.555556,1,5,4.555556,1,0.8889,clean
20,1,0,2,20,190,1,1,20,2,20,0,0,0,0.375,0,0,0,1,1,clean
8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.75,0,0,0,1,1,clean
22,1,1,9,48,41,6,3,9,0.843537,579,0.857143,1,0,0.227273,0,0,25,7,2.2727,buggy
12,2,0,7,42,50,1,6,7,0.710227,728,1,3,0.285714,0.208333,0,0,58.333333,1,0.8333,clean
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818,0.571429,1,6,4.571429,1,0.8571,clean
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,buggy
11,1,0,5,37,0,0,5,11,0.716667,332,1,3,0,0.318182,0,0,28.636364,1,0.9091,clean
12,4,0,3,22,66,0,3,12,2,97,0,0,0.895238,0.316667,1,1,7.083333,3,1.25,clean
3,1,0,7,3,3,7,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,clean
7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818,0.571429,1,6,4.571429,1,0.8571,clean
5,4,0,2,11,10,0,2,5,2,30,0,0,0.959184,0.45,0,0,5,1,0.8,clean
61,3,0,25,109,1294,16,22,48,0.890476,2553,0.952381,1,0.60274,0.22623,2,10,40.508197,12,2.4918,clean
2,2,0,8,5,1,1,8,1,2,145,0,0,0.75,0.571429,0,0,71.5,1,0.5,clean
19,1,0,1,49,149,1,0,10,0.96732,703,0.941176,0,0,0.233333,0,0,35.105263,15,2.7895,clean
16,1,0,0,16,120,0,0,16,2,16,0,0,0,0.375,0,0,0,1,1,clean
0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,clean
15,1,0,0,16,105,0,0,15,2,34,0,0,0,0.285714,0,0,1.266667,1,0.9333,clean
6,2,0,5,14,0,2,3,1,0.2,154,1,2,0.615385,0.416667,1,2,24.333333,1,0.8333,clean
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,buggy
